120501506891,101
120503163518,011
120502550654,010
130103473497,100
130105980723,011
130109217412,011
130111197079,100
130114060044,010
130102558948,011
130109694205,010
130110868569,011
130113313546,011
130114342427,101
130116057922,100
130203531844,110
130207521305,011
130213268964,011
130213983493,011
130215671799,100
130215820943,011
130216424077,011
130206940141,110
130211649625,100
130300599816,101
130304353740,110
130304733039,010
130304736822,100
130309247288,101
130309641600,100
130300362043,110
130302648709,101
130303477696,010
130404005833,110
130409706222,110
130411220383,100
130413556398,001
130415514858,110
130408502774,001
130409692864,010
130409936366,010
130501848510,001
130505018437,010
130505555353,101
130502592789,001
130505163209,001
140102465020,101
140105298064,010
140106837798,101
140108002226,101
140109626556,000
140114363897,001
140101208390,010
140107341163,001
140108212933,101
140109414795,110
140110684475,110
140202438311,011
140202799201,101
140209703810,110
140212056351,100
140204442475,110
140206112582,101
140206473310,101
140210005722,010
140213712790,011
140301978429,011
140303202500,001
140309772696,010
140312817372,011
140314639100,110
140303822950,011
140304635595,100
140306349584,010
140402454496,110
140405829767,011
140415172594,101
140405878753,110
140407757968,100
140410756390,110
140411558805,011
140415886119,011
140500736519,101
140502519214,101
140502634371,101
140506408902,000
140500879784,101
150100733249,101
150106542235,110
150107246870,001
150110540517,101
150110627928,010
150115261456,011
150115748705,001
150102957374,100
150200372407,100
150201095782,000
150202142848,011
150211923425,010
150209570307,001
150300428598,000
150302462904,011
150302915396,100
150309578323,100
150310897873,101
150315858525,010
150316631031,100
150316775138,000
150300724018,100
150306033951,101
150306337906,001
150306473212,010
150313866104,100
150400609398,100
150403110502,010
150405566813,100
150406049045,101
150407805120,101
150413101575,101
150416268373,010
150406484676,010
150406927156,010
150407497628,001
150410282915,100
150413669361,100
150415319498,110
150415654562,110
150502301124,101
150503287732,011
150505692400,101
150505792897,000
150500149717,010
150503362461,100
150504773482,100
150506903917,101
160101146978,101
160103121425,101
160104080040,000
160111435380,101
160113326170,001
160115225312,000
160100572711,101
160108833799,010
160111907277,100
160203849692,101
160204026888,101
160207825175,110
160210315462,010
160216692889,110
160201989372,101
160203030610,011
160207346813,110
160210083057,010
160211012349,110
160213580311,110
160301752560,011
160306004046,110
160306020222,011
160309316995,110
160310015612,001
160311002272,101
160313266177,101
160313738329,000
160314319341,010
160315877998,000
160308126028,110
160309225765,011
160309607438,110
160314425006,010
160408015534,101
160408914640,010
160409920544,001
160412302059,100
160414175718,100
160415742719,110
160416678758,101
160403762124,110
160409331029,101
160505914125,001
160506118850,001
160500160703,010
160501884713,000
160505940709,010
160507046028,010
